acc,center_name,biosample,organism,bioproject,geo_loc_name_country_calc,geo_loc_name_country_continent_calc,geo_loc_name_sam,attr_bases,attr_bytes,attr_run_file_create_date,attr_collection_date_sam,attr_ena_first_public_sam,attr_ena_last_update_sam,attr_external_id_sam,attr_geographic_location__country_and_or_sea__sam,attr_host_health_state_sam,attr_host_scientific_name_sam,attr_insdc_center_name_sam,attr_insdc_first_public_sam,attr_insdc_last_update_sam,attr_insdc_status_sam,attr_isolate_sam_ss_dpl100,attr_isolation_source_sam,attr_scientific_name_sam,attr_sub_species_sam,attr_submitter_id_sam,attr_organism_sam,attr_collected_by_sam,attr_food_origin_sam,attr_host_sam,attr_ifsac__category_sam,attr_isolate_name_alias_sam,attr_lat_lon_sam_s_dpl34,attr_ontological_term_sam,attr_project_name_sam,attr_sequenced_by_sam,attr_source_type_sam,attr_strain_sam_ss_dpl139,attr_attribute_package_sam,attr_host_disease_sam,attr_serovar_sam,attr_assemblyname,attr_arrayexpress_species_sam,attr_common_name_sam,attr_subject_id_sam_s_dpl1092,attr_alias_sam,attr_ena_checklist_sam_s_dpl67,attr_environmental_sample_sam,attr_geographic_location__latitude__sam,attr_geographic_location__longitude__sam,attr_insdc_center_alias_sam,attr_is_the_sequenced_pathogen_host_associated__sam,attr_sra_accession_sam,attr_title_sam,attr_ena_last_update_sam_ss_dpl537,attr_isolation_source_host_associated_sam_s_dpl264,attr_broker_name_sam,attr_isolation_source_non_host_associated_sam,attr_host_associated_sam,attr_country_sam,attr_isolation_date_sam,attr_lab_id_sam,attr_region_sam,attr_resistance_profile_sam,attr_sample_source_sam,attr_continent_sam,attr_source_name_sam,attr_year_sam_s_dpl152,attr_mlst_sam,attr_source_sam,attr_source_site_sam,attr_strain_name_sam,attr_geographic_location_sam_s_dpl93,attr_geographic_location__region_and_locality__sam,attr_antibiotic_exposure_sam,attr_passaging_sam,attr_variant_sam,attr_experimental_factor__immunoprecipitate_exp,attr_experimental_factor__phenotype_exp,attr_genotype_sam_ss_dpl92,attr_growth_condition_sam,attr_organism_part_sam,attr_phenotype_sam,attr_bio_material_sam,attr_instrument_sam,attr_ena_status_id_exp,attr_ena_status_id_run,attr_fda_lab_id_sam,attr_subspecies_sam,attr_genus_sam,attr_projectaccession_sam,attr_publicaccession_sam,attr_species_sam,attr_pfge_primaryenzyme_pattern_sam,attr_isolate_name_sam,attr_env_local_scale_sam,attr_purpose_of_sampling_sam,attr_strain_original_sam,attr_lexmapr_version_sam,attr_outbreak_sam,attr_pfge_secondaryenzyme_pattern_sam,attr_narms_id_sam,attr_narms_isolate_number_sam,attr_package_sam,attr_collection_date_run,attr_host_age_sam,attr_host_sex_sam,attr_culture_collection_sam_ss_dpl468,attr_hhs_region_sam,attr_geo_location_sam,attr_serotype_sam,attr_organisation_name_sam,attr_spuid_namespace_sam,attr_subgroup_sam,attr_potential_contaminant_sam,attr_sequence_type_sam_ss_dpl2,attr_description_sam,attr_intended_consumer_sam,attr_subtype_sam,attr_contact_info_sam,attr_env_broad_scale_sam,attr_env_medium_sam,attr_isol_growth_condt_sam,attr_propagation_sam,attr_host_tissue_sampled_sam_s_dpl239,attr_accession_sam,attr_submitted_serotype_sam,attr_sequence_funding_program_name_sam,attr_sample_type_sam_ss_dpl131,attr_treatment_sam_ss_dpl55,attr_num_replicons_sam,attr_ref_biomaterial_sam,attr_isolation_source_host_associated_sam_s_dpl263,attr_platform_model_sam,attr_sample_number_sam_s_dpl45,attr_biomaterial_provider_sam,attr_antigenform_sam,attr_sourcetype_sam,attr_replicate_sam_ss_dpl121,attr_tax_id_sam_ss_dpl29,attr_experimental_specimen_type_sam,attr_specimen_source_id_sam,attr_passage_history_sam_s_dpl312,attr_pathotype_sam,attr_specimen_voucher_sam,attr_receipt_date_sam,CLASSIFICATION,CONFIDENCE,REASONING,CATEGORY_NUMBER,CORRECT_CLASSIFICATION
SRR10491538,PULSENET,SAMN13332065,Salmonella enterica,PRJNA230403,USA,North America,USA,683836665,437325606,2019-11-19T16:15:00.000Z,2019-10,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,,missing,,PulseNet,TX,human,PNUSAS117614,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is listed as 'human', and the sample was collected by the CDC as part of the PulseNet project, which focuses on tracking foodborne illness outbreaks in clinical (human) cases. There is no indication of environmental, food, animal, or laboratory origin.",1,Clinical
SRR7882093,EDLB-CDC,SAMN10096031,Salmonella enterica,PRJNA230403,USA,North America,USA,477149079,268391756,2018-09-20T10:58:00.000Z,2018-08,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,,missing,,PulseNet,MD,human,PNUSAS054202,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is listed as 'human', and the sample is associated with the CDC and PulseNet, which focus on clinical surveillance of human cases. There is no indication of environmental, animal, or food origin.",1,Clinical
SRR9732288,PULSENET,SAMN12339482,Salmonella enterica,PRJNA230403,USA,North America,USA,438115853,165472896,2019-07-22T16:37:00.000Z,2019-07,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,,missing,,PulseNet,NV,human,PNUSAS084501,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is specified as 'human', and the sample is associated with PulseNet and the CDC, both of which focus on clinical surveillance of human infections. There is no indication of environmental, animal, or food origin.",1,Clinical
SRR15871609,PULSENET,SAMN21414612,Salmonella enterica,PRJNA230403,USA,North America,USA,401746340,254536386,2021-09-13T13:14:00.000Z,2021-08,,,,,,,,,,,missing,missing,,,,,missing,,missing,,missing,missing,,PulseNet,WI,human,PNUSAS227315,,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is listed as 'human', and the sample is part of the PulseNet project, which focuses on tracking foodborne illnesses in clinical (human) cases. There is no indication of environmental, food, animal, or laboratory origin.",1,Clinical
SRR28461488,PULSENET,SAMN40619155,Salmonella enterica,PRJNA230403,USA,North America,USA,267623696,96021715,2024-03-26T12:39:00.000Z,2024,,,,,,,,,,,missing,stool,,,,,OH,,Homo sapiens,,missing,missing,,PulseNet,OH,human,PNUSAS427926,,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The sample was isolated from human stool, with the host listed as Homo sapiens and the source type as human. These details indicate a clinical context, likely from a patient specimen.",1,Clinical
SRR13287100,EDLB-CDC,SAMN17138968,Salmonella enterica,PRJNA230403,USA,North America,USA,1006544136,573499906,2020-12-22T17:40:00.000Z,2017-06,,,,,,,,,,,missing,missing,,,,,missing,,missing,,missing,missing,,PulseNet,MO,human,2017AM-1648,,missing,Needs further review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The sample's source is listed as 'human', and it is part of the PulseNet project, which focuses on tracking foodborne illnesses in clinical (human) cases. There is no indication of environmental, food, animal, or laboratory origin.",1,Clinical
SRR19785311,PULSENET,SAMN29251683,Salmonella enterica,PRJNA230403,USA,North America,USA,423943843,252343311,2022-06-22T15:22:00.000Z,2022-06,,,,,,,,,,,missing,missing,,,,,missing,,missing,,missing,missing,,PulseNet,NYC,human,PNUSAS278305,,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The sample's source type is listed as 'human', and it is associated with PulseNet, which focuses on surveillance of foodborne pathogens in clinical human cases. There is no indication of environmental, animal, or food origin.",1,Clinical
SRR7010934,EDLB-CDC,SAMN08939254,Salmonella enterica,PRJNA230403,USA,North America,USA,338034938,213464025,2018-04-16T16:08:00.000Z,2018-03,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,,missing,,PulseNet,MI,human,PNUSAS038564,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is listed as 'human', and the sample is associated with the CDC PulseNet project, which focuses on clinical surveillance of foodborne pathogens in human cases. There is no indication of environmental, animal, or food origin.",1,Clinical
SRR26107418,PULSENET,SAMN37452821,Salmonella enterica,PRJNA230403,uncalculated,uncalculated,missing,421514948,282526755,2023-09-19T11:07:00.000Z,missing,,,,,,,,,,,missing,stool,,,,,TX,,Homo sapiens,,missing,missing,,PulseNet,HU,human,PNUSAS383865,,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The sample was isolated from human stool, with the host listed as Homo sapiens and the source type as 'human'. These details indicate a clinical specimen from a patient, which fits the 'Clinical' category.",1,Clinical
SRR25023861,PULSENET,SAMN35989170,Salmonella enterica,PRJNA230403,USA,North America,USA,332648049,180313314,2023-06-26T16:18:00.000Z,2023,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,missing,missing,,PulseNet,AL,human,PNUSAS358454,,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is listed as 'human', and the sample is associated with PulseNet and the CDC, both of which focus on public health and clinical surveillance of human cases. There is no indication of environmental, animal, or food origin.",1,Clinical
SRR18271653,PULSENET,SAMN26526687,Salmonella enterica,PRJNA230403,USA,North America,USA,556003539,307809666,2022-03-08T16:53:00.000Z,2022-02,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,missing,missing,,PulseNet,TX,human,PNUSAS261180,,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The sample source is listed as 'human', and the project is PulseNet, which focuses on surveillance of human clinical cases. There is no indication of environmental, food, or animal origin.",1,Clinical
SRR30691012,PULSENET,SAMN43802854,Salmonella enterica,PRJNA230403,uncalculated,uncalculated,Not Provided,214802155,108613170,2024-09-17T16:31:00.000Z,01/01/2024,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,,missing,,,,human,PNUSAS473127,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,missing,missing,,,USA: missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The sample source is listed as 'human', which indicates it was isolated from a human patient or clinical context. There is no evidence of environmental, food, animal, or laboratory origin.",1,Clinical
SRR7881890,EDLB-CDC,SAMN10095876,Salmonella enterica,PRJNA230403,USA,North America,USA,385874339,204154217,2018-09-20T10:31:00.000Z,2018-07,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,,missing,,PulseNet,FL,human,PNUSAS055155,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is listed as 'human', and the sample is associated with CDC and PulseNet, which typically surveil clinical cases of foodborne illness in humans. There is no indication of environmental, animal, or food origin.",1,Clinical
SRR30213777,PULSENET,SAMN43150594,Salmonella enterica,PRJNA230403,uncalculated,uncalculated,missing,419675489,149807687,2024-08-12T18:33:00.000Z,2024,,,,,,,,,,,missing,stool,,,,,CA,,Homo sapiens,,missing,missing,,PulseNet,CA,human,PNUSAS462037,,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The sample was isolated from human stool, with the host listed as Homo sapiens and the source type as human. These details indicate a clinical specimen from a human patient.",1,Clinical
SRR26863862,PULSENET,SAMN38300337,Salmonella enterica,PRJNA230403,uncalculated,uncalculated,missing,389819172,268570931,2023-11-17T15:57:00.000Z,2023,,,,,,,,,,,missing,stool,,,,,UT,,Homo sapiens,,missing,missing,,PulseNet,UT,human,PNUSAS402211,,missing,muenchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The sample was isolated from human stool, with the host listed as Homo sapiens and the source type as human. These details indicate a clinical specimen from a human patient.",1,Clinical
SRR10429189,PULSENET,SAMN13262253,Salmonella enterica,PRJNA230403,USA,North America,USA,336380643,187181706,2019-11-12T09:53:00.000Z,2019-10,,,,,,,,,,,Missing,Missing,,,,,CDC,,Missing,,,Missing,,PulseNet,MO,human,PNUSAS115192,,Missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The sample source is specified as 'human', and the project is PulseNet, which focuses on tracking clinical cases of foodborne pathogens in humans. There is no indication of environmental, animal, or food origin.",1,Clinical
SRR15700585,PULSENET,SAMN21207793,Salmonella enterica,PRJNA230403,USA,North America,USA,487401497,298217571,2021-09-02T13:26:00.000Z,2021-07,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,missing,missing,,PulseNet,IN,human,PNUSAS219818,,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The sample source is listed as 'human', and the project is PulseNet, which focuses on surveillance of foodborne pathogens in clinical human cases. There is no indication of a non-clinical source.",1,Clinical
SRR6968008,EDLB-CDC,SAMN08899451,Salmonella enterica subsp. enterica serovar Typhimurium,PRJNA230403,USA,North America,USA,437402174,297013538,2018-04-09T14:33:00.000Z,2018-02,,,,,,,,,,,missing,stool,,enterica,,,CDC,,missing,,,missing,,PulseNet,VA,human,PNUSAS035659,,missing,Typhimurium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60-69,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is 'stool' and the source type is 'human', indicating the sample was collected from a human patient. The involvement of CDC and the PulseNet project further supports a clinical/public health context.",1,Clinical
SRR23454953,PULSENET,SAMN33285207,Salmonella enterica,PRJNA230403,USA,North America,USA,248672656,113853909,2023-02-14T09:43:00.000Z,2023-01,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,,missing,,PulseNet,FL,human,PNUSAS332577,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The sample's source type is listed as 'human', and it was collected by the CDC as part of the PulseNet project, which focuses on surveillance of clinical isolates from human cases. There is no indication of environmental, food, animal, or laboratory origin.",1,Clinical
SRR12362210,PULSENET,SAMN15690397,Salmonella enterica,PRJNA230403,USA,North America,USA,829382406,508120975,2020-07-31T15:17:00.000Z,2020-07,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,,missing,,PulseNet,SC,human,PNUSAS157074,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The sample source is listed as 'human', and the project is PulseNet, which focuses on tracking foodborne illnesses in clinical (human) cases. There is no indication of environmental, animal, or food origin; the context is clearly clinical.",1,Clinical
SRR27662583,PULSENET,SAMN39509808,Salmonella enterica,PRJNA230403,uncalculated,uncalculated,missing,310270512,110568935,2024-01-19T18:55:00.000Z,2023,,,,,,,,,,,missing,stool,,,,,CA,,Homo sapiens,,missing,missing,,PulseNet,CA,human,PNUSAS415809,,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The sample was isolated from human stool, with the host listed as Homo sapiens and the source type as 'human'. These details indicate a clinical context, likely from a patient specimen.",1,Clinical
SRR10798791,EDLB-CDC,SAMN13693849,Salmonella enterica,PRJNA230403,USA,North America,USA,810349484,513192864,2019-12-27T22:10:00.000Z,2016-05,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,,missing,,PulseNet,TX,human,2016AM-0930,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is listed as 'human' and the sample is associated with the CDC and the PulseNet project, which focuses on tracking foodborne illnesses in clinical (human) cases. There is no indication of environmental, food, animal, or laboratory origin.",1,Clinical
SRR10841557,PULSENET,SAMN13745244,Salmonella enterica,PRJNA230403,USA,North America,USA,480504678,285504156,2020-01-07T08:52:00.000Z,2019-12,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,,missing,,PulseNet,FL,human,PNUSAS127168,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The sample source is listed as 'human', and it was collected by the CDC as part of the PulseNet project, which focuses on tracking foodborne illnesses in clinical settings. There is no indication of environmental, food, animal, or laboratory origin.",1,Clinical
SRR23193791,PULSENET,SAMN32876732,Salmonella enterica,PRJNA230403,USA,North America,USA,264383761,172069090,2023-01-23T16:30:00.000Z,2023-01,,,,,,,,,,,missing,missing,,,,,missing,,missing,,missing,missing,,PulseNet,HU,human,PNUSAS328842,,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The sample source is listed as 'human' and the project is PulseNet, which focuses on surveillance of human clinical cases of foodborne pathogens. There is no indication of environmental, food, or animal origin.",1,Clinical
SRR12908092,EDLB-CDC,SAMN16563808,Salmonella enterica,PRJNA230403,USA,North America,USA,365454733,219694390,2020-10-27T12:24:00.000Z,2020-09,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,missing,missing,,PulseNet,AL,human,2020K-1110,,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The sample source is listed as 'human', and it is associated with the CDC and the PulseNet project, which focuses on tracking foodborne illnesses in clinical settings. There is no indication of environmental, food, animal, or laboratory origin.",1,Clinical
SRR9110290,PULSENET,SAMN11834021,Salmonella enterica,PRJNA230403,USA,North America,USA,466402653,270571650,2019-05-22T19:28:00.000Z,2019-04,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,,missing,,PulseNet,CA,human,PNUSAS076495,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is listed as 'human', and the sample is associated with PulseNet and the CDC, which focus on clinical surveillance of human infections. There is no indication of environmental, food, animal, or laboratory origin.",1,Clinical
SRR13922421,PULSENET,SAMN18238965,Salmonella enterica,PRJNA230403,USA,North America,USA,750995473,486000432,2021-03-10T09:39:00.000Z,2019-03,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,missing,missing,,PulseNet,PR,human,PNUSAS193957,,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The sample source is listed as 'human', and the project is PulseNet, which focuses on surveillance of clinical cases of foodborne illness in humans. There is no indication of environmental, food, or animal origin.",1,Clinical
SRR33415402,PULSENET,SAMN48312521,Salmonella enterica,PRJNA230403,USA,North America,USA,394670266,136226689,2025-05-02T19:43:00.000Z,2025,,,,,,,,,,,,missing,,,,,CDC,,missing,,missing,,,PulseNet,missing,human,PNUSAS510010,,missing,enteritidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,,,,,,,,2025,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is listed as 'human', and the sample is associated with CDC and PulseNet, which focus on public health surveillance of clinical cases. There is no indication of environmental, food, or animal origin.",1,Clinical
SRR27899037,PULSENET,SAMN39853676,Salmonella enterica,PRJNA230403,uncalculated,uncalculated,missing,401305619,243172045,2024-02-07T07:28:00.000Z,2024,,,,,,,,,,,missing,stool,,,,,MA,,Homo sapiens,,missing,missing,,PulseNet,MA,human,PNUSAS419592,,missing,enteritidis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The sample was isolated from human stool, with the host listed as Homo sapiens and the source type as human. These are clear indicators of a clinical specimen from a patient.",1,Clinical
SRR33474446,PULSENET,SAMN48396815,Salmonella enterica,PRJNA230403,USA,North America,USA,417296996,154555584,2025-05-08T12:32:00.000Z,2025,,,,,,,,,,,,missing,,,,,CDC,,missing,,PNUSAS510722,,,FL-VL00496-250506,CDC,human,PNUSAS510722,,missing,Bareilly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,,,,,,,,2025,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is listed as 'human', and the sample was collected by the CDC, indicating it is from a clinical or patient context.",1,Clinical
SRR10210308,PULSENET,SAMN12879941,Salmonella enterica,PRJNA230403,USA,North America,USA,627064977,347903716,2019-10-01T12:24:00.000Z,2019-09,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,,missing,,PulseNet,CO,human,PNUSAS103991,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The sample source is listed as 'human', and the project is PulseNet, which focuses on surveillance of foodborne pathogens in clinical human cases. There are no indications of environmental, animal, or food sources.",1,Clinical
SRR8985843,PULSENET,SAMN11509834,Salmonella enterica,PRJNA230403,USA,North America,USA,774105579,321928509,2019-04-29T13:58:00.000Z,2019-03,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,,missing,,PulseNet,NY,human,PNUSAS071468,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The sample source is specified as 'human', and the project is PulseNet, which focuses on tracking foodborne illnesses in humans. There is no indication of environmental, animal, or food origin. Therefore, this is a clinical isolate from a human patient.",1,Clinical
SRR8268507,EDLB-CDC,SAMN10505654,Salmonella enterica,PRJNA230403,USA,North America,USA,436164095,200114553,2018-11-30T13:20:00.000Z,2018-10,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,,missing,,PulseNet,NY,human,PNUSAS060818,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is listed as 'human', and the sample is associated with the CDC and PulseNet, which typically focus on clinical surveillance of human infections. There is no indication of environmental, food, animal, or laboratory origin.",1,Clinical
SRR10259162,PULSENET,SAMN13014074,Salmonella enterica,PRJNA230403,USA,North America,USA,146118065,75279638,2019-10-10T16:53:00.000Z,2019-09,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,,missing,,PulseNet,TX,human,PNUSAS107830,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The isolation source is listed as 'human', and the sample is associated with PulseNet and the CDC, which focus on clinical surveillance of human infections. There is no indication of environmental, animal, or food origin.",1,Clinical
SRR16574534,PULSENET,SAMN22568889,Salmonella enterica,PRJNA230403,USA,North America,USA,237824243,136076448,2021-10-26T11:10:00.000Z,2021-10,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,missing,missing,,PulseNet,TX,human,PNUSAS239562,,missing,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The sample source is listed as 'human', and the project is PulseNet, which focuses on surveillance of human clinical cases of foodborne pathogens. There is no indication of environmental, food, or animal origin.",1,Clinical
SRR30841426,PULSENET,SAMN43991716,Salmonella enterica,PRJNA230403,uncalculated,uncalculated,Not Provided,297992043,108986254,2024-09-30T13:04:00.000Z,01/01/2024,,,,,,,,,,,missing,missing,,,,,CDC,,missing,,,missing,,,,human,PNUSAS476377,,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,missing,,,,,,,,,missing,missing,,,USA: missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clinical,High,"The source type is explicitly listed as 'human', indicating the sample was isolated from a human patient or clinical context. There is no evidence suggesting an environmental, food, animal, or laboratory origin.",1,Clinical
